1, 1.693
2, 1.314
3, 1.119
4, 1.007
5, 0.911
6, 0.831
7, 0.754
8, 0.702
9, 0.648
10, 0.620
11, 0.581
12, 0.547
13, 0.525
14, 0.507
15, 0.475
16, 0.459
17, 0.435
18, 0.420
19, 0.405
20, 0.384
21, 0.371
22, 0.357
23, 0.349
24, 0.330
25, 0.323
26, 0.305
27, 0.295
28, 0.290
29, 0.276
30, 0.264
31, 0.259
32, 0.252
33, 0.244
34, 0.232
35, 0.225
36, 0.221
37, 0.216
38, 0.207
39, 0.199
40, 0.194
41, 0.191
42, 0.187
43, 0.181
44, 0.174
45, 0.175
46, 0.166
47, 0.166
48, 0.157
49, 0.158
50, 0.153
51, 0.145
52, 0.143
53, 0.137
54, 0.141
55, 0.139
56, 0.132
57, 0.126
58, 0.127
59, 0.125
60, 0.123
61, 0.120
62, 0.113
63, 0.117
64, 0.120
65, 0.114
66, 0.110
67, 0.108
68, 0.109
69, 0.104
70, 0.104
71, 0.107
72, 0.097
73, 0.099
74, 0.097
75, 0.096
76, 0.093
77, 0.093
78, 0.095
79, 0.095
80, 0.091
81, 0.088
82, 0.087
83, 0.088
84, 0.082
85, 0.087
86, 0.085
87, 0.087
88, 0.084
89, 0.086
90, 0.080
91, 0.081
92, 0.077
93, 0.079
94, 0.081
95, 0.077
96, 0.073
97, 0.074
98, 0.074
99, 0.077
100, 0.073
